accession	runtype	species	genome_size
SRX4014510	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338971	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962218	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8191929	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182229	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5629048	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459240	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2207713	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9835768	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376039	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163205	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308729	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3836667	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308786	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459256	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014514	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242495	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407655	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10582581	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX20669038	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962402	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955847	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607418	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6970864	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5795016	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163212	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242928	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962201	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3365547	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11158358	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014467	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014468	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256936	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242922	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6480515	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX19944765	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9268274	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10458434	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843316	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1962401	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014429	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843199	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9431978	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242918	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155969	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5458067	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6080483	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2960207	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156042	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459276	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7845883	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256880	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3025860	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843315	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5242514	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014486	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041287	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459262	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242365	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122303	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035333	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161770	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206186	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014462	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163192	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308805	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2182299	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10564392	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207782	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161778	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843227	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459237	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9895326	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838792	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014474	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843171	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843138	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843148	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162064	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950704	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743757	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX17823014	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061739	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242917	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256914	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308624	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2145669	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338970	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6655535	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9183203	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1012256	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10356228	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9636259	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297651	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9177865	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9808298	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11179716	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035330	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836677	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564381	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122304	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206185	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9642845	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14482893	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5629054	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014423	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161769	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9505080	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407686	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243597	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725366	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843172	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242893	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX23495178	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9794952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459247	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836678	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156666	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10297629	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14480647	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041285	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843451	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10297635	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256938	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX19595157	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598003	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035536	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6480522	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157177	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10066136	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035518	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459318	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459241	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243254	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163214	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243244	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10694874	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7508410	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2995151	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459250	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459302	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242050	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9183207	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843689	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14810462	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836664	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564157	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035308	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598022	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838849	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7082780	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597993	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243245	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035313	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407665	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242343	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2995138	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9841484	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041681	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365550	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899917	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX9895329	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1123710	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4310000	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX696088	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035399	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242405	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899903	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10563981	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4309964	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459272	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7208272	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962885	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10121473	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447601	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10075474	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX17823002	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157184	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447587	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3836656	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014477	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155956	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7527638	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10694865	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962211	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9806036	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999195	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10130647	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843650	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207779	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242067	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014526	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725531	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15451068	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9131666	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163201	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459310	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365561	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407659	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243257	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2399490	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899905	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX8035187	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598009	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155962	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182292	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743882	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14743568	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899951	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10696004	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950683	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899932	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX1843343	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX2256887	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308740	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10161780	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2372515	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161772	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4892671	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155888	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242353	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297673	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743904	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1598017	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843317	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4743931	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6901978	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10694873	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161777	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949345	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014430	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX22598604	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5171148	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163204	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014483	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX16455783	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902050	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8373807	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	5027649
SRX1597997	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014521	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5171009	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297683	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9902067	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182300	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459226	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5852027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597991	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843170	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308734	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1598006	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843133	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4014512	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297674	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243246	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13166957	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407674	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447704	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10696003	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597987	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725470	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447707	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459244	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212980	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4744021	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696006	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2544964	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308730	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8004217	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014509	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242897	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6901891	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564390	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014424	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035034	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10014068	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13883222	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14485219	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10030567	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7845859	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243310	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312428	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14825396	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10010828	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836663	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312412	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242916	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2959475	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459251	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX16455779	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949603	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5982062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564156	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7739804	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157186	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256939	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696001	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843607	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459220	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212350	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597998	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4744024	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10357923	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838842	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14485212	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862698	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725479	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX23495180	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365546	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243304	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10646926	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155972	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9841838	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156664	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242492	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190718	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297678	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242912	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014522	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15845000	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459277	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597999	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725507	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242381	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6963975	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607407	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962236	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843697	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564394	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190722	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7083076	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447655	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9653933	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2960237	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10635842	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2366492	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3041829	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242895	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902103	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354600	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041677	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5170203	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10443346	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155963	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836662	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
